fid_unique,fid,year,Nom,commune,governance,type_pasto,elevation_mean,aspect_mean,slope_mean,NDVI_mean,SAVI_mean,MSAVI_mean,NDRE_mean,MNDWI_mean,NDVI_stdDev,SAVI_stdDev,MSAVI_stdDev,MNDWI_stdDev,NDRE_stdDev,NDVI_max,NDVI_min,SAVI_max,SAVI_min,MSAVI_max,MSAVI_min,NDRE_max,NDRE_min,MNDWI_max,MNDWI_min,.geo
21,4,2019,S2-SDT,Santiago,intermediate,SDT,1750.939603,119.4747157,7.715559111,0.2367828732,0.1748109051,0.1600590381,0.1427870773,-0.471653161,0.06395960086,0.04637950373,0.04484821523,0.05223318822,0.04060634008,0.6590852737,0.09803019464,0.4499504587,0.06287105242,0.4390630979,0.04769556711,0.3789286017,-0.1054612175,-0.2968962789,-0.6184980273,"{""type"":""Polygon"",""coordinates"":[[[-2.7136795792621053,37.97688390314467],[-2.7135681297465197,37.97632649398415],[-2.7132470595113047,37.97582267676586],[-2.7127431536158624,37.97542134038773],[-2.7121099787245577,37.97516268293008],[-2.711405424284026,37.975073478489556],[-2.7107053563373515,37.9751582028576],[-2.7100677331062237,37.9754168978859],[-2.709563861368107,37.97581376510221],[-2.7092383427730207,37.97631313500665],[-2.7091223521906733,37.97687052082832],[-2.709233867002913,37.9774279295593],[-2.709554909766181,37.97793182808346],[-2.710054305559701,37.97833310541364],[-2.71069200447113,37.97858729646296],[-2.711392072218501,37.97868096312632],[-2.712096626458462,37.97859177389346],[-2.7127342772732663,37.97833760075441],[-2.713238107206369,37.97794073557917],[-2.713563653563199,37.97743684430229],[-2.7136795792621053,37.97688390314467]]]}"
22,4,2020,S2-SDT,Santiago,intermediate,SDT,1750.939603,119.4747157,7.715559111,0.3521245666,0.2336574462,0.2149372967,0.2086265097,-0.4475133736,0.08378099572,0.05786927071,0.05806223122,0.04762171135,0.0532489136,0.7555072904,0.174369514,0.5433781172,0.1140944454,0.5545327686,0.08827003413,0.4607370198,-0.08710575104,-0.2290748954,-0.5469691753,"{""type"":""Polygon"",""coordinates"":[[[-2.7136795792621053,37.97688390314467],[-2.7135681297465197,37.97632649398415],[-2.7132470595113047,37.97582267676586],[-2.7127431536158624,37.97542134038773],[-2.7121099787245577,37.97516268293008],[-2.711405424284026,37.975073478489556],[-2.7107053563373515,37.9751582028576],[-2.7100677331062237,37.9754168978859],[-2.709563861368107,37.97581376510221],[-2.7092383427730207,37.97631313500665],[-2.7091223521906733,37.97687052082832],[-2.709233867002913,37.9774279295593],[-2.709554909766181,37.97793182808346],[-2.710054305559701,37.97833310541364],[-2.71069200447113,37.97858729646296],[-2.711392072218501,37.97868096312632],[-2.712096626458462,37.97859177389346],[-2.7127342772732663,37.97833760075441],[-2.713238107206369,37.97794073557917],[-2.713563653563199,37.97743684430229],[-2.7136795792621053,37.97688390314467]]]}"
23,4,2021,S2-SDT,Santiago,intermediate,SDT,1750.939603,119.4747157,7.715559111,0.3290473623,0.228068458,0.2084741866,0.1964994966,-0.4825171822,0.08781258892,0.05925063354,0.05844116112,0.05105704207,0.05655946083,0.7858808637,0.1044876054,0.5908169471,0.08530805687,0.6183919801,0.0726595632,0.540296495,-0.1107944399,-0.2962184846,-0.5899536014,"{""type"":""Polygon"",""coordinates"":[[[-2.7136795792621053,37.97688390314467],[-2.7135681297465197,37.97632649398415],[-2.7132470595113047,37.97582267676586],[-2.7127431536158624,37.97542134038773],[-2.7121099787245577,37.97516268293008],[-2.711405424284026,37.975073478489556],[-2.7107053563373515,37.9751582028576],[-2.7100677331062237,37.9754168978859],[-2.709563861368107,37.97581376510221],[-2.7092383427730207,37.97631313500665],[-2.7091223521906733,37.97687052082832],[-2.709233867002913,37.9774279295593],[-2.709554909766181,37.97793182808346],[-2.710054305559701,37.97833310541364],[-2.71069200447113,37.97858729646296],[-2.711392072218501,37.97868096312632],[-2.712096626458462,37.97859177389346],[-2.7127342772732663,37.97833760075441],[-2.713238107206369,37.97794073557917],[-2.713563653563199,37.97743684430229],[-2.7136795792621053,37.97688390314467]]]}"
24,4,2022,S2-SDT,Santiago,intermediate,SDT,1750.939603,119.4747157,7.715559111,0.2476845201,0.1749337121,0.1592476594,0.1484348266,-0.4733155665,0.05512797836,0.03468624284,0.03275219092,0.04865009462,0.04047712557,0.6136385798,0.09083333611,0.444635989,0.04618768328,0.434868888,0.03862132064,0.3567504883,-0.2414578646,-0.2275808603,-0.5784914494,"{""type"":""Polygon"",""coordinates"":[[[-2.7136795792621053,37.97688390314467],[-2.7135681297465197,37.97632649398415],[-2.7132470595113047,37.97582267676586],[-2.7127431536158624,37.97542134038773],[-2.7121099787245577,37.97516268293008],[-2.711405424284026,37.975073478489556],[-2.7107053563373515,37.9751582028576],[-2.7100677331062237,37.9754168978859],[-2.709563861368107,37.97581376510221],[-2.7092383427730207,37.97631313500665],[-2.7091223521906733,37.97687052082832],[-2.709233867002913,37.9774279295593],[-2.709554909766181,37.97793182808346],[-2.710054305559701,37.97833310541364],[-2.71069200447113,37.97858729646296],[-2.711392072218501,37.97868096312632],[-2.712096626458462,37.97859177389346],[-2.7127342772732663,37.97833760075441],[-2.713238107206369,37.97794073557917],[-2.713563653563199,37.97743684430229],[-2.7136795792621053,37.97688390314467]]]}"
25,5,2017,S1-SDT,Santiago,intermediate,SDT,1698.679518,208.5606865,15.62322938,0.3420477997,0.2277268214,0.2072289903,0.2112339578,-0.4850627638,0.09264764884,0.05148125595,0.0473853413,0.07419533848,0.05878705141,0.6181303263,0.1067235842,0.3971389646,0.0948890805,0.3770593064,0.09144720496,0.3720930219,0.02848865278,-0.2302648127,-0.6369085908,"{""type"":""Polygon"",""coordinates"":[[[-2.705131510267539,38.042789460261396],[-2.7050244805799033,38.04223199757915],[-2.7046989934991412,38.04172818940697],[-2.7041995030384407,38.04133131437957],[-2.7035618924254403,38.04107266100492],[-2.7028617898819904,38.040983494746364],[-2.7021572985502837,38.041068212858605],[-2.701519639869889,38.04132236001071],[-2.7010113091661494,38.04171925158707],[-2.7006857741064185,38.04222313164752],[-2.700574279626814,38.042780519570314],[-2.700681299152809,38.04333346531765],[-2.701002359197184,38.043837294206064],[-2.701506214771467,38.04423866686899],[-2.7021393981763584,38.044497258608246],[-2.7028439650891727,38.04458640166909],[-2.7035485425933348,38.04450168055604],[-2.704186153024742,38.04424753458037],[-2.7046945181623485,38.04384620593592],[-2.7050200052120403,38.04334684670857],[-2.705131510267539,38.042789460261396]]]}"
26,5,2018,S1-SDT,Santiago,intermediate,SDT,1698.679518,208.5606865,15.62322938,0.3309615585,0.214567057,0.1953725307,0.2011768855,-0.4743434073,0.08450247862,0.04337400052,0.04002287841,0.06883894266,0.05113483249,0.5885216594,0.1272121966,0.3660351827,0.1049266304,0.3436015721,0.09924909702,0.3547380269,0.06346187741,-0.2449544072,-0.5990841985,"{""type"":""Polygon"",""coordinates"":[[[-2.705131510267539,38.042789460261396],[-2.7050244805799033,38.04223199757915],[-2.7046989934991412,38.04172818940697],[-2.7041995030384407,38.04133131437957],[-2.7035618924254403,38.04107266100492],[-2.7028617898819904,38.040983494746364],[-2.7021572985502837,38.041068212858605],[-2.701519639869889,38.04132236001071],[-2.7010113091661494,38.04171925158707],[-2.7006857741064185,38.04222313164752],[-2.700574279626814,38.042780519570314],[-2.700681299152809,38.04333346531765],[-2.701002359197184,38.043837294206064],[-2.701506214771467,38.04423866686899],[-2.7021393981763584,38.044497258608246],[-2.7028439650891727,38.04458640166909],[-2.7035485425933348,38.04450168055604],[-2.704186153024742,38.04424753458037],[-2.7046945181623485,38.04384620593592],[-2.7050200052120403,38.04334684670857],[-2.705131510267539,38.042789460261396]]]}"
27,5,2019,S1-SDT,Santiago,intermediate,SDT,1698.679518,208.5606865,15.62322938,0.3163899941,0.2182892294,0.1998832425,0.1923910783,-0.468798113,0.07372653864,0.04414397968,0.04119138616,0.06356439637,0.04559283128,0.5737345219,0.1401846856,0.3795459142,0.11433939,0.3601402657,0.1085024376,0.3215512931,0.06244092807,-0.2524980605,-0.5912446976,"{""type"":""Polygon"",""coordinates"":[[[-2.705131510267539,38.042789460261396],[-2.7050244805799033,38.04223199757915],[-2.7046989934991412,38.04172818940697],[-2.7041995030384407,38.04133131437957],[-2.7035618924254403,38.04107266100492],[-2.7028617898819904,38.040983494746364],[-2.7021572985502837,38.041068212858605],[-2.701519639869889,38.04132236001071],[-2.7010113091661494,38.04171925158707],[-2.7006857741064185,38.04222313164752],[-2.700574279626814,38.042780519570314],[-2.700681299152809,38.04333346531765],[-2.701002359197184,38.043837294206064],[-2.701506214771467,38.04423866686899],[-2.7021393981763584,38.044497258608246],[-2.7028439650891727,38.04458640166909],[-2.7035485425933348,38.04450168055604],[-2.704186153024742,38.04424753458037],[-2.7046945181623485,38.04384620593592],[-2.7050200052120403,38.04334684670857],[-2.705131510267539,38.042789460261396]]]}"
28,5,2020,S1-SDT,Santiago,intermediate,SDT,1698.679518,208.5606865,15.62322938,0.3691006434,0.2477265839,0.2284192324,0.2202683207,-0.4538922893,0.09708389634,0.05405448459,0.05114972458,0.06561225528,0.05663992816,0.6242159605,0.1270591021,0.3966243444,0.1076009892,0.3817880516,0.1027677493,0.3648335934,0.06399636716,-0.2209470123,-0.5881496072,"{""type"":""Polygon"",""coordinates"":[[[-2.705131510267539,38.042789460261396],[-2.7050244805799033,38.04223199757915],[-2.7046989934991412,38.04172818940697],[-2.7041995030384407,38.04133131437957],[-2.7035618924254403,38.04107266100492],[-2.7028617898819904,38.040983494746364],[-2.7021572985502837,38.041068212858605],[-2.701519639869889,38.04132236001071],[-2.7010113091661494,38.04171925158707],[-2.7006857741064185,38.04222313164752],[-2.700574279626814,38.042780519570314],[-2.700681299152809,38.04333346531765],[-2.701002359197184,38.043837294206064],[-2.701506214771467,38.04423866686899],[-2.7021393981763584,38.044497258608246],[-2.7028439650891727,38.04458640166909],[-2.7035485425933348,38.04450168055604],[-2.704186153024742,38.04424753458037],[-2.7046945181623485,38.04384620593592],[-2.7050200052120403,38.04334684670857],[-2.705131510267539,38.042789460261396]]]}"
29,5,2021,S1-SDT,Santiago,intermediate,SDT,1698.679518,208.5606865,15.62322938,0.3630350842,0.2460703841,0.2259082839,0.2234669848,-0.4710699247,0.08976155804,0.04991420787,0.04664042487,0.06629627602,0.05272227056,0.5617085099,0.1391808093,0.3693091733,0.1130926796,0.3490711392,0.1069769151,0.3585872054,0.05630983412,-0.2292131484,-0.5857377648,"{""type"":""Polygon"",""coordinates"":[[[-2.705131510267539,38.042789460261396],[-2.7050244805799033,38.04223199757915],[-2.7046989934991412,38.04172818940697],[-2.7041995030384407,38.04133131437957],[-2.7035618924254403,38.04107266100492],[-2.7028617898819904,38.040983494746364],[-2.7021572985502837,38.041068212858605],[-2.701519639869889,38.04132236001071],[-2.7010113091661494,38.04171925158707],[-2.7006857741064185,38.04222313164752],[-2.700574279626814,38.042780519570314],[-2.700681299152809,38.04333346531765],[-2.701002359197184,38.043837294206064],[-2.701506214771467,38.04423866686899],[-2.7021393981763584,38.044497258608246],[-2.7028439650891727,38.04458640166909],[-2.7035485425933348,38.04450168055604],[-2.704186153024742,38.04424753458037],[-2.7046945181623485,38.04384620593592],[-2.7050200052120403,38.04334684670857],[-2.705131510267539,38.042789460261396]]]}"
30,5,2022,S1-SDT,Santiago,intermediate,SDT,1698.679518,208.5606865,15.62322938,0.2910508385,0.2024801745,0.1840246339,0.1784150031,-0.4910334439,0.06953887522,0.04177217763,0.03861383097,0.0669412803,0.04477430856,0.568926692,0.1071428582,0.3678547935,0.09386852086,0.3446211874,0.08997844855,0.3261474967,0.005124701187,-0.230815351,-0.6056110859,"{""type"":""Polygon"",""coordinates"":[[[-2.705131510267539,38.042789460261396],[-2.7050244805799033,38.04223199757915],[-2.7046989934991412,38.04172818940697],[-2.7041995030384407,38.04133131437957],[-2.7035618924254403,38.04107266100492],[-2.7028617898819904,38.040983494746364],[-2.7021572985502837,38.041068212858605],[-2.701519639869889,38.04132236001071],[-2.7010113091661494,38.04171925158707],[-2.7006857741064185,38.04222313164752],[-2.700574279626814,38.042780519570314],[-2.700681299152809,38.04333346531765],[-2.701002359197184,38.043837294206064],[-2.701506214771467,38.04423866686899],[-2.7021393981763584,38.044497258608246],[-2.7028439650891727,38.04458640166909],[-2.7035485425933348,38.04450168055604],[-2.704186153024742,38.04424753458037],[-2.7046945181623485,38.04384620593592],[-2.7050200052120403,38.04334684670857],[-2.705131510267539,38.042789460261396]]]}"
31,6,2017,P1-LDT,Pontones,strict,LDT,1704.742966,179.7510211,2.836194339,0.3660481223,0.2471338964,0.2258299724,0.2248992639,-0.4995159281,0.09385003663,0.05917350759,0.05850614786,0.05465513361,0.05881389315,0.7587865591,0.1506033987,0.548609637,0.1216612856,0.563303711,0.1109754162,0.4833989739,0.04292646423,-0.2192435861,-0.6044462919,"{""type"":""Polygon"",""coordinates"":[[[-2.7426102448154444,38.02602318084773],[-2.7424987266194414,38.025465810266155],[-2.7421776862645983,38.02496196627415],[-2.7416738493902115,38.02456065728819],[-2.7410406638325076,38.02430195929509],[-2.7403361306177096,38.0242127697421],[-2.739631532053007,38.02430200469626],[-2.7389983740058037,38.02455614085634],[-2.7384900167404975,38.02495303810783],[-2.7381645252343914,38.02545245140642],[-2.73805301758526,38.02600983886908],[-2.7381600467056035,38.026567234010244],[-2.7384855381806923,38.02707105529066],[-2.7389850140909404,38.02747238369297],[-2.7396226506259023,38.02773105724765],[-2.7403271731467016,38.02782024540459],[-2.741031706227242,38.02773101110405],[-2.7416648916642914,38.02747687440057],[-2.7421732073534217,38.02707997909132],[-2.742498726619441,38.026576128457705],[-2.7426102448154444,38.02602318084773]]]}"
32,6,2018,P1-LDT,Pontones,strict,LDT,1704.742966,179.7510211,2.836194339,0.3229275868,0.2107124887,0.1908871577,0.196186016,-0.4843744354,0.07316982122,0.04154830249,0.03944542915,0.05261598962,0.0427892653,0.6440804005,0.1537477225,0.4258084971,0.1159954623,0.4125014048,0.1067277456,0.3933529556,0.06643150747,-0.2299104631,-0.6037247777,"{""type"":""Polygon"",""coordinates"":[[[-2.7426102448154444,38.02602318084773],[-2.7424987266194414,38.025465810266155],[-2.7421776862645983,38.02496196627415],[-2.7416738493902115,38.02456065728819],[-2.7410406638325076,38.02430195929509],[-2.7403361306177096,38.0242127697421],[-2.739631532053007,38.02430200469626],[-2.7389983740058037,38.02455614085634],[-2.7384900167404975,38.02495303810783],[-2.7381645252343914,38.02545245140642],[-2.73805301758526,38.02600983886908],[-2.7381600467056035,38.026567234010244],[-2.7384855381806923,38.02707105529066],[-2.7389850140909404,38.02747238369297],[-2.7396226506259023,38.02773105724765],[-2.7403271731467016,38.02782024540459],[-2.741031706227242,38.02773101110405],[-2.7416648916642914,38.02747687440057],[-2.7421732073534217,38.02707997909132],[-2.742498726619441,38.026576128457705],[-2.7426102448154444,38.02602318084773]]]}"
33,6,2019,P1-LDT,Pontones,strict,LDT,1704.742966,179.7510211,2.836194339,0.2952477312,0.2150068363,0.1973972796,0.1773889108,-0.4822827683,0.066862576,0.04593124236,0.04439989848,0.04822399788,0.03757875126,0.6670096517,0.1370786577,0.4813734291,0.1175588865,0.4763156366,0.1109454852,0.3663409352,0.06448445469,-0.2479528338,-0.5735122561,"{""type"":""Polygon"",""coordinates"":[[[-2.7426102448154444,38.02602318084773],[-2.7424987266194414,38.025465810266155],[-2.7421776862645983,38.02496196627415],[-2.7416738493902115,38.02456065728819],[-2.7410406638325076,38.02430195929509],[-2.7403361306177096,38.0242127697421],[-2.739631532053007,38.02430200469626],[-2.7389983740058037,38.02455614085634],[-2.7384900167404975,38.02495303810783],[-2.7381645252343914,38.02545245140642],[-2.73805301758526,38.02600983886908],[-2.7381600467056035,38.026567234010244],[-2.7384855381806923,38.02707105529066],[-2.7389850140909404,38.02747238369297],[-2.7396226506259023,38.02773105724765],[-2.7403271731467016,38.02782024540459],[-2.741031706227242,38.02773101110405],[-2.7416648916642914,38.02747687440057],[-2.7421732073534217,38.02707997909132],[-2.742498726619441,38.026576128457705],[-2.7426102448154444,38.02602318084773]]]}"
34,6,2020,P1-LDT,Pontones,strict,LDT,1704.742966,179.7510211,2.836194339,0.4076566261,0.2928148901,0.2737789359,0.2401640459,-0.4777357272,0.08722054302,0.06331021366,0.06527759542,0.05076103508,0.04869286961,0.7512116432,0.1853582561,0.5592009936,0.1411582213,0.5762515766,0.1334871224,0.4538043439,0.09965131432,-0.2251308858,-0.5796936154,"{""type"":""Polygon"",""coordinates"":[[[-2.7426102448154444,38.02602318084773],[-2.7424987266194414,38.025465810266155],[-2.7421776862645983,38.02496196627415],[-2.7416738493902115,38.02456065728819],[-2.7410406638325076,38.02430195929509],[-2.7403361306177096,38.0242127697421],[-2.739631532053007,38.02430200469626],[-2.7389983740058037,38.02455614085634],[-2.7384900167404975,38.02495303810783],[-2.7381645252343914,38.02545245140642],[-2.73805301758526,38.02600983886908],[-2.7381600467056035,38.026567234010244],[-2.7384855381806923,38.02707105529066],[-2.7389850140909404,38.02747238369297],[-2.7396226506259023,38.02773105724765],[-2.7403271731467016,38.02782024540459],[-2.741031706227242,38.02773101110405],[-2.7416648916642914,38.02747687440057],[-2.7421732073534217,38.02707997909132],[-2.742498726619441,38.026576128457705],[-2.7426102448154444,38.02602318084773]]]}"
35,6,2021,P1-LDT,Pontones,strict,LDT,1704.742966,179.7510211,2.836194339,0.3987068209,0.2726369365,0.2511190112,0.2405479376,-0.4919133784,0.07590014571,0.051767931,0.05194579759,0.04724074629,0.0445100374,0.6664988995,0.1932367086,0.512254902,0.1537252647,0.5150268003,0.1417570511,0.4211197495,0.1076422781,-0.2400133759,-0.5696840286,"{""type"":""Polygon"",""coordinates"":[[[-2.7426102448154444,38.02602318084773],[-2.7424987266194414,38.025465810266155],[-2.7421776862645983,38.02496196627415],[-2.7416738493902115,38.02456065728819],[-2.7410406638325076,38.02430195929509],[-2.7403361306177096,38.0242127697421],[-2.739631532053007,38.02430200469626],[-2.7389983740058037,38.02455614085634],[-2.7384900167404975,38.02495303810783],[-2.7381645252343914,38.02545245140642],[-2.73805301758526,38.02600983886908],[-2.7381600467056035,38.026567234010244],[-2.7384855381806923,38.02707105529066],[-2.7389850140909404,38.02747238369297],[-2.7396226506259023,38.02773105724765],[-2.7403271731467016,38.02782024540459],[-2.741031706227242,38.02773101110405],[-2.7416648916642914,38.02747687440057],[-2.7421732073534217,38.02707997909132],[-2.742498726619441,38.026576128457705],[-2.7426102448154444,38.02602318084773]]]}"
36,6,2022,P1-LDT,Pontones,strict,LDT,1704.742966,179.7510211,2.836194339,0.2928831037,0.1956261046,0.1772538711,0.1765444429,-0.4886074177,0.06050003194,0.03642399339,0.03460857095,0.04504743446,0.03645567215,0.6048861146,0.1421129704,0.4004938382,0.1112288136,0.3825804531,0.1041781759,0.3435912132,0.06748887151,-0.2679770589,-0.568146348,"{""type"":""Polygon"",""coordinates"":[[[-2.7426102448154444,38.02602318084773],[-2.7424987266194414,38.025465810266155],[-2.7421776862645983,38.02496196627415],[-2.7416738493902115,38.02456065728819],[-2.7410406638325076,38.02430195929509],[-2.7403361306177096,38.0242127697421],[-2.739631532053007,38.02430200469626],[-2.7389983740058037,38.02455614085634],[-2.7384900167404975,38.02495303810783],[-2.7381645252343914,38.02545245140642],[-2.73805301758526,38.02600983886908],[-2.7381600467056035,38.026567234010244],[-2.7384855381806923,38.02707105529066],[-2.7389850140909404,38.02747238369297],[-2.7396226506259023,38.02773105724765],[-2.7403271731467016,38.02782024540459],[-2.741031706227242,38.02773101110405],[-2.7416648916642914,38.02747687440057],[-2.7421732073534217,38.02707997909132],[-2.742498726619441,38.026576128457705],[-2.7426102448154444,38.02602318084773]]]}"
37,7,2017,P3-LDT,Pontones,strict,LDT,1700.934963,173.9480449,3.443117877,0.3184980114,0.210563191,0.1893006584,0.20126098,-0.4743586316,0.07475779118,0.0490270766,0.04713285825,0.05334851657,0.04529815898,0.5790897012,0.1761015654,0.3926322418,0.118309381,0.3761566244,0.1032476041,0.3557820022,0.08324768394,-0.2382535189,-0.60295856,"{""type"":""Polygon"",""coordinates"":[[[-2.7399883087176637,38.031258155525784],[-2.739876796741542,38.03070082468899],[-2.7395557742927883,38.030201369464976],[-2.7390518896119462,38.02980008209703],[-2.7384186634655485,38.02954147296168],[-2.7377141695520866,38.02945227552974],[-2.7370096102938937,38.029536970284084],[-2.7363719333063803,38.029791179763556],[-2.7358680827612676,38.03019245145592],[-2.7355425335120707,38.0306919027378],[-2.7354311079873272,38.03124924403028],[-2.7355381311361886,38.031806679983944],[-2.7358591261418175,38.03231057381375],[-2.736363052495251,38.0327118591029],[-2.736996250944373,38.03296602917576],[-2.737700734095752,38.03305522524678],[-2.73840530371547,38.03297044848818],[-2.7390429323856775,38.03271632085013],[-2.7395468169704946,38.03231948760988],[-2.739872318049591,38.03181560110538],[-2.7399883087176637,38.031258155525784]]]}"
38,7,2018,P3-LDT,Pontones,strict,LDT,1700.934963,173.9480449,3.443117877,0.2792160158,0.1853468458,0.1655835395,0.1760228947,-0.4767468822,0.04853450912,0.02840428156,0.02615516177,0.04606594075,0.03039068445,0.4441673458,0.1720121503,0.2793007318,0.1299583158,0.2527492739,0.1139787785,0.2742094994,0.08889151365,-0.3297034502,-0.5811088085,"{""type"":""Polygon"",""coordinates"":[[[-2.7399883087176637,38.031258155525784],[-2.739876796741542,38.03070082468899],[-2.7395557742927883,38.030201369464976],[-2.7390518896119462,38.02980008209703],[-2.7384186634655485,38.02954147296168],[-2.7377141695520866,38.02945227552974],[-2.7370096102938937,38.029536970284084],[-2.7363719333063803,38.029791179763556],[-2.7358680827612676,38.03019245145592],[-2.7355425335120707,38.0306919027378],[-2.7354311079873272,38.03124924403028],[-2.7355381311361886,38.031806679983944],[-2.7358591261418175,38.03231057381375],[-2.736363052495251,38.0327118591029],[-2.736996250944373,38.03296602917576],[-2.737700734095752,38.03305522524678],[-2.73840530371547,38.03297044848818],[-2.7390429323856775,38.03271632085013],[-2.7395468169704946,38.03231948760988],[-2.739872318049591,38.03181560110538],[-2.7399883087176637,38.031258155525784]]]}"
39,7,2019,P3-LDT,Pontones,strict,LDT,1700.934963,173.9480449,3.443117877,0.2675851121,0.1885074888,0.1706330883,0.1654196718,-0.4603509918,0.04336742145,0.02869975815,0.02716926714,0.04396004207,0.02792500986,0.4384236336,0.1639042348,0.2969429997,0.1323096703,0.275705078,0.1152570025,0.2660862207,0.09216324985,-0.319847554,-0.5674462318,"{""type"":""Polygon"",""coordinates"":[[[-2.7399883087176637,38.031258155525784],[-2.739876796741542,38.03070082468899],[-2.7395557742927883,38.030201369464976],[-2.7390518896119462,38.02980008209703],[-2.7384186634655485,38.02954147296168],[-2.7377141695520866,38.02945227552974],[-2.7370096102938937,38.029536970284084],[-2.7363719333063803,38.029791179763556],[-2.7358680827612676,38.03019245145592],[-2.7355425335120707,38.0306919027378],[-2.7354311079873272,38.03124924403028],[-2.7355381311361886,38.031806679983944],[-2.7358591261418175,38.03231057381375],[-2.736363052495251,38.0327118591029],[-2.736996250944373,38.03296602917576],[-2.737700734095752,38.03305522524678],[-2.73840530371547,38.03297044848818],[-2.7390429323856775,38.03271632085013],[-2.7395468169704946,38.03231948760988],[-2.739872318049591,38.03181560110538],[-2.7399883087176637,38.031258155525784]]]}"
40,7,2020,P3-LDT,Pontones,strict,LDT,1700.934963,173.9480449,3.443117877,0.3509340188,0.2277327501,0.206412408,0.2113129312,-0.4519070419,0.0725933826,0.04369931028,0.04262045983,0.04072625026,0.04193594851,0.6259228587,0.2142214179,0.4299795325,0.1428685218,0.4164473564,0.1248499478,0.4278065264,0.1154300719,-0.3010320961,-0.5482254624,"{""type"":""Polygon"",""coordinates"":[[[-2.7399883087176637,38.031258155525784],[-2.739876796741542,38.03070082468899],[-2.7395557742927883,38.030201369464976],[-2.7390518896119462,38.02980008209703],[-2.7384186634655485,38.02954147296168],[-2.7377141695520866,38.02945227552974],[-2.7370096102938937,38.029536970284084],[-2.7363719333063803,38.029791179763556],[-2.7358680827612676,38.03019245145592],[-2.7355425335120707,38.0306919027378],[-2.7354311079873272,38.03124924403028],[-2.7355381311361886,38.031806679983944],[-2.7358591261418175,38.03231057381375],[-2.736363052495251,38.0327118591029],[-2.736996250944373,38.03296602917576],[-2.737700734095752,38.03305522524678],[-2.73840530371547,38.03297044848818],[-2.7390429323856775,38.03271632085013],[-2.7395468169704946,38.03231948760988],[-2.739872318049591,38.03181560110538],[-2.7399883087176637,38.031258155525784]]]}"
41,7,2021,P3-LDT,Pontones,strict,LDT,1700.934963,173.9480449,3.443117877,0.3520346025,0.2285217659,0.2062249739,0.2206261293,-0.4691759031,0.06295637911,0.04010718361,0.03888857402,0.04430234265,0.03662580285,0.5532580018,0.2285112739,0.37684245,0.1502948435,0.3570289709,0.1313097602,0.3354005814,0.1223946437,-0.3039659858,-0.5761130452,"{""type"":""Polygon"",""coordinates"":[[[-2.7399883087176637,38.031258155525784],[-2.739876796741542,38.03070082468899],[-2.7395557742927883,38.030201369464976],[-2.7390518896119462,38.02980008209703],[-2.7384186634655485,38.02954147296168],[-2.7377141695520866,38.02945227552974],[-2.7370096102938937,38.029536970284084],[-2.7363719333063803,38.029791179763556],[-2.7358680827612676,38.03019245145592],[-2.7355425335120707,38.0306919027378],[-2.7354311079873272,38.03124924403028],[-2.7355381311361886,38.031806679983944],[-2.7358591261418175,38.03231057381375],[-2.736363052495251,38.0327118591029],[-2.736996250944373,38.03296602917576],[-2.737700734095752,38.03305522524678],[-2.73840530371547,38.03297044848818],[-2.7390429323856775,38.03271632085013],[-2.7395468169704946,38.03231948760988],[-2.739872318049591,38.03181560110538],[-2.7399883087176637,38.031258155525784]]]}"
42,7,2022,P3-LDT,Pontones,strict,LDT,1700.934963,173.9480449,3.443117877,0.2765438316,0.186366697,0.1670632899,0.1709591488,-0.4836189932,0.04571541367,0.02817553801,0.02656407057,0.03750659559,0.02950375067,0.4466443956,0.1707317084,0.2970703823,0.1308359383,0.2733299553,0.1167708062,0.2833527327,0.09850113094,-0.3369936049,-0.5826403499,"{""type"":""Polygon"",""coordinates"":[[[-2.7399883087176637,38.031258155525784],[-2.739876796741542,38.03070082468899],[-2.7395557742927883,38.030201369464976],[-2.7390518896119462,38.02980008209703],[-2.7384186634655485,38.02954147296168],[-2.7377141695520866,38.02945227552974],[-2.7370096102938937,38.029536970284084],[-2.7363719333063803,38.029791179763556],[-2.7358680827612676,38.03019245145592],[-2.7355425335120707,38.0306919027378],[-2.7354311079873272,38.03124924403028],[-2.7355381311361886,38.031806679983944],[-2.7358591261418175,38.03231057381375],[-2.736363052495251,38.0327118591029],[-2.736996250944373,38.03296602917576],[-2.737700734095752,38.03305522524678],[-2.73840530371547,38.03297044848818],[-2.7390429323856775,38.03271632085013],[-2.7395468169704946,38.03231948760988],[-2.739872318049591,38.03181560110538],[-2.7399883087176637,38.031258155525784]]]}"
