fid_unique,fid,year,Nom,commune,governance,type_pasto,elevation_mean,aspect_mean,slope_mean,NDVI_mean,SAVI_mean,MSAVI_mean,NDRE_mean,MNDWI_mean,NDVI_stdDev,SAVI_stdDev,MSAVI_stdDev,MNDWI_stdDev,NDRE_stdDev,NDVI_max,NDVI_min,SAVI_max,SAVI_min,MSAVI_max,MSAVI_min,NDRE_max,NDRE_min,MNDWI_max,MNDWI_min,.geo
65,11,2021,C2-LDT,Castril,flexible,LDT,1671.969161,148.2385426,11.39724737,0.2796854273,0.192634733,0.1756296748,0.1652718289,-0.467087878,0.04837662409,0.03318748827,0.03158140694,0.04425362812,0.02983499943,0.4969325662,0.1572369933,0.3590374332,0.119097946,0.3391915137,0.1087068004,0.2854726613,0.08211750537,-0.3386583328,-0.5854038,"{""type"":""Polygon"",""coordinates"":[[[-2.7279977703843663,37.94338715872161],[-2.7278907644136865,37.94282979366631],[-2.7275696720744693,37.94233037277061],[-2.72706584004513,37.94192905505016],[-2.7264326236640017,37.94167042030371],[-2.725728081820878,37.94158124561645],[-2.725023550549542,37.941665944026845],[-2.7243903617105967,37.94192456593408],[-2.7238864879118685,37.94232143437047],[-2.723560945818261,37.94282083692049],[-2.72344499570637,37.943378260166355],[-2.7235564686816627,37.94393560385644],[-2.723877533577004,37.94443946914525],[-2.724377005949775,37.944840805608706],[-2.7250101946085925,37.94509499560664],[-2.725714725679513,37.94518861262665],[-2.7264192673222256,37.94509946922039],[-2.7270568851038948,37.944845269772145],[-2.7275607929272945,37.944448401601235],[-2.7278862868642006,37.94394455802527],[-2.7279977703843663,37.94338715872161]]]}"
66,11,2022,C2-LDT,Castril,flexible,LDT,1671.969161,148.2385426,11.39724737,0.2253523135,0.1696296992,0.1558150445,0.1345762434,-0.456892998,0.03912132311,0.02691192243,0.02532594362,0.03671729179,0.02521529749,0.4432144463,0.157029897,0.3245812585,0.1183223751,0.3056830522,0.1090268545,0.2491411865,0.06490905583,-0.3216697872,-0.5597720742,"{""type"":""Polygon"",""coordinates"":[[[-2.7279977703843663,37.94338715872161],[-2.7278907644136865,37.94282979366631],[-2.7275696720744693,37.94233037277061],[-2.72706584004513,37.94192905505016],[-2.7264326236640017,37.94167042030371],[-2.725728081820878,37.94158124561645],[-2.725023550549542,37.941665944026845],[-2.7243903617105967,37.94192456593408],[-2.7238864879118685,37.94232143437047],[-2.723560945818261,37.94282083692049],[-2.72344499570637,37.943378260166355],[-2.7235564686816627,37.94393560385644],[-2.723877533577004,37.94443946914525],[-2.724377005949775,37.944840805608706],[-2.7250101946085925,37.94509499560664],[-2.725714725679513,37.94518861262665],[-2.7264192673222256,37.94509946922039],[-2.7270568851038948,37.944845269772145],[-2.7275607929272945,37.944448401601235],[-2.7278862868642006,37.94394455802527],[-2.7279977703843663,37.94338715872161]]]}"
67,12,2017,C1-LDT,Castril,flexible,LDT,1739.824672,200.3942805,20.31485873,0.2409675733,0.1716172516,0.1580844504,0.145614273,-0.4120954921,0.08147143232,0.04968334605,0.04625251968,0.06032921229,0.05377616287,0.5246957541,0.1303232461,0.3672186125,0.1028257764,0.3489583772,0.0957617365,0.3130287528,0.04796943441,-0.2394437641,-0.621671617,"{""type"":""Polygon"",""coordinates"":[[[-2.725830605509812,37.95350041897533],[-2.7257236044776105,37.952942972546],[-2.72540252695744,37.95243909636853],[-2.7248987181814694,37.95203783037809],[-2.7242655310261075,37.951779143858104],[-2.723560945818261,37.95168997410831],[-2.7228564470677905,37.95177917426426],[-2.722223211576138,37.95203330791154],[-2.7217193610384074,37.952430191927206],[-2.721393833973578,37.9529295975329],[-2.721277889214633,37.95348701826969],[-2.7213893570436682,37.954044362647934],[-2.721710407116918,37.954548239396225],[-2.7222098564318653,37.95494960484095],[-2.722847492929398,37.955203743995654],[-2.7235475902933977,37.95529737790222],[-2.7242520994160047,37.95520825743555],[-2.7248897636535427,37.954954021639125],[-2.7253936482200563,37.954557218682034],[-2.725719127134772,37.954053291924424],[-2.725830605509812,37.95350041897533]]]}"
68,12,2018,C1-LDT,Castril,flexible,LDT,1739.824672,200.3942805,20.31485873,0.2547626709,0.1928474909,0.1785249498,0.1560422791,-0.4158475884,0.0752401107,0.04919875853,0.04599521086,0.04954270692,0.04908773945,0.498013556,0.1320928782,0.3503323044,0.1098999285,0.3315005841,0.1025890643,0.3192156851,0.04472143576,-0.2563848794,-0.5859976411,"{""type"":""Polygon"",""coordinates"":[[[-2.725830605509812,37.95350041897533],[-2.7257236044776105,37.952942972546],[-2.72540252695744,37.95243909636853],[-2.7248987181814694,37.95203783037809],[-2.7242655310261075,37.951779143858104],[-2.723560945818261,37.95168997410831],[-2.7228564470677905,37.95177917426426],[-2.722223211576138,37.95203330791154],[-2.7217193610384074,37.952430191927206],[-2.721393833973578,37.9529295975329],[-2.721277889214633,37.95348701826969],[-2.7213893570436682,37.954044362647934],[-2.721710407116918,37.954548239396225],[-2.7222098564318653,37.95494960484095],[-2.722847492929398,37.955203743995654],[-2.7235475902933977,37.95529737790222],[-2.7242520994160047,37.95520825743555],[-2.7248897636535427,37.954954021639125],[-2.7253936482200563,37.954557218682034],[-2.725719127134772,37.954053291924424],[-2.725830605509812,37.95350041897533]]]}"
69,12,2019,C1-LDT,Castril,flexible,LDT,1739.824672,200.3942805,20.31485873,0.243766262,0.1880882935,0.1747946416,0.1468696961,-0.423151345,0.07104540632,0.04839215372,0.0455764113,0.04767270976,0.04623804654,0.5032354593,0.1248150021,0.3498555345,0.109207764,0.3333748279,0.1023647778,0.3032528758,0.05440820381,-0.2769505382,-0.5803061724,"{""type"":""Polygon"",""coordinates"":[[[-2.725830605509812,37.95350041897533],[-2.7257236044776105,37.952942972546],[-2.72540252695744,37.95243909636853],[-2.7248987181814694,37.95203783037809],[-2.7242655310261075,37.951779143858104],[-2.723560945818261,37.95168997410831],[-2.7228564470677905,37.95177917426426],[-2.722223211576138,37.95203330791154],[-2.7217193610384074,37.952430191927206],[-2.721393833973578,37.9529295975329],[-2.721277889214633,37.95348701826969],[-2.7213893570436682,37.954044362647934],[-2.721710407116918,37.954548239396225],[-2.7222098564318653,37.95494960484095],[-2.722847492929398,37.955203743995654],[-2.7235475902933977,37.95529737790222],[-2.7242520994160047,37.95520825743555],[-2.7248897636535427,37.954954021639125],[-2.7253936482200563,37.954557218682034],[-2.725719127134772,37.954053291924424],[-2.725830605509812,37.95350041897533]]]}"
70,12,2020,C1-LDT,Castril,flexible,LDT,1739.824672,200.3942805,20.31485873,0.3132048834,0.2091095771,0.1889843913,0.187650999,-0.4130920203,0.09593466687,0.05882387446,0.05621325664,0.03956395002,0.05945101338,0.5953878164,0.173420608,0.4156555773,0.1153846154,0.4043161853,0.1064527419,0.3742663562,0.08080491424,-0.2653801441,-0.5443068743,"{""type"":""Polygon"",""coordinates"":[[[-2.725830605509812,37.95350041897533],[-2.7257236044776105,37.952942972546],[-2.72540252695744,37.95243909636853],[-2.7248987181814694,37.95203783037809],[-2.7242655310261075,37.951779143858104],[-2.723560945818261,37.95168997410831],[-2.7228564470677905,37.95177917426426],[-2.722223211576138,37.95203330791154],[-2.7217193610384074,37.952430191927206],[-2.721393833973578,37.9529295975329],[-2.721277889214633,37.95348701826969],[-2.7213893570436682,37.954044362647934],[-2.721710407116918,37.954548239396225],[-2.7222098564318653,37.95494960484095],[-2.722847492929398,37.955203743995654],[-2.7235475902933977,37.95529737790222],[-2.7242520994160047,37.95520825743555],[-2.7248897636535427,37.954954021639125],[-2.7253936482200563,37.954557218682034],[-2.725719127134772,37.954053291924424],[-2.725830605509812,37.95350041897533]]]}"
71,12,2021,C1-LDT,Castril,flexible,LDT,1739.824672,200.3942805,20.31485873,0.2951735753,0.2144947135,0.1976492726,0.177304599,-0.442215109,0.08766756906,0.05857054881,0.05659880991,0.0442092779,0.05428786267,0.6219069362,0.1758097708,0.4316793893,0.1335078534,0.4227491659,0.1210503154,0.3859773278,0.07880197465,-0.2886233926,-0.5757935047,"{""type"":""Polygon"",""coordinates"":[[[-2.725830605509812,37.95350041897533],[-2.7257236044776105,37.952942972546],[-2.72540252695744,37.95243909636853],[-2.7248987181814694,37.95203783037809],[-2.7242655310261075,37.951779143858104],[-2.723560945818261,37.95168997410831],[-2.7228564470677905,37.95177917426426],[-2.722223211576138,37.95203330791154],[-2.7217193610384074,37.952430191927206],[-2.721393833973578,37.9529295975329],[-2.721277889214633,37.95348701826969],[-2.7213893570436682,37.954044362647934],[-2.721710407116918,37.954548239396225],[-2.7222098564318653,37.95494960484095],[-2.722847492929398,37.955203743995654],[-2.7235475902933977,37.95529737790222],[-2.7242520994160047,37.95520825743555],[-2.7248897636535427,37.954954021639125],[-2.7253936482200563,37.954557218682034],[-2.725719127134772,37.954053291924424],[-2.725830605509812,37.95350041897533]]]}"
72,12,2022,C1-LDT,Castril,flexible,LDT,1739.824672,200.3942805,20.31485873,0.2279645361,0.1734692918,0.1597940325,0.1384973508,-0.4436132067,0.06269614429,0.04377305543,0.04122707812,0.03898370304,0.04107147757,0.4764172137,0.1322751343,0.3547355709,0.1076923077,0.3379226989,0.09983679722,0.2699010968,0.05130228773,-0.3003386259,-0.5953500271,"{""type"":""Polygon"",""coordinates"":[[[-2.725830605509812,37.95350041897533],[-2.7257236044776105,37.952942972546],[-2.72540252695744,37.95243909636853],[-2.7248987181814694,37.95203783037809],[-2.7242655310261075,37.951779143858104],[-2.723560945818261,37.95168997410831],[-2.7228564470677905,37.95177917426426],[-2.722223211576138,37.95203330791154],[-2.7217193610384074,37.952430191927206],[-2.721393833973578,37.9529295975329],[-2.721277889214633,37.95348701826969],[-2.7213893570436682,37.954044362647934],[-2.721710407116918,37.954548239396225],[-2.7222098564318653,37.95494960484095],[-2.722847492929398,37.955203743995654],[-2.7235475902933977,37.95529737790222],[-2.7242520994160047,37.95520825743555],[-2.7248897636535427,37.954954021639125],[-2.7253936482200563,37.954557218682034],[-2.725719127134772,37.954053291924424],[-2.725830605509812,37.95350041897533]]]}"
73,13,2017,C3-LDT,Castril,flexible,LDT,1739.859653,148.6041821,8.197109067,0.2384655672,0.1672520956,0.1512333405,0.1402365333,-0.4811843344,0.04002925453,0.02271198016,0.02015554671,0.05733836006,0.02782924506,0.3680137098,0.1215566248,0.2479033233,0.09810399311,0.2264400917,0.08969711834,0.2218771726,0.04611904174,-0.2696455419,-0.5818265676,"{""type"":""Polygon"",""coordinates"":[[[-2.710183650164876,37.96319892741927],[-2.7100722089559213,37.96264156282385],[-2.709751086789866,37.96214215645134],[-2.7092472184539904,37.96174080023015],[-2.708614014899533,37.96148214848903],[-2.707913988622695,37.96139295760651],[-2.707209421362662,37.96147769558862],[-2.706571769810659,37.961731896499074],[-2.7060679356385813,37.96212874362122],[-2.7057423654581485,37.96263264615655],[-2.70562645937861,37.9631899768165],[-2.7057379658766,37.96374742172327],[-2.7060589847040473,37.96425127296221],[-2.706562894636118,37.964648103931346],[-2.7071960704918148,37.96490675457603],[-2.7078961619088022,37.96499594236626],[-2.708600663628742,37.96491120483918],[-2.7092383427730207,37.96465708408435],[-2.709742211013529,37.964260156502135],[-2.7100677331062237,37.963756337569876],[-2.710183650164876,37.96319892741927]]]}"
74,13,2018,C3-LDT,Castril,flexible,LDT,1739.859653,148.6041821,8.197109067,0.2554535187,0.1754408609,0.1584032098,0.1512220503,-0.4805773963,0.04194800727,0.02457222532,0.0225861719,0.04842863198,0.02763043469,0.36848405,0.1440781951,0.2662426951,0.1125845034,0.2407412652,0.1051501554,0.2250653952,0.04703703523,-0.2952091098,-0.5716839433,"{""type"":""Polygon"",""coordinates"":[[[-2.710183650164876,37.96319892741927],[-2.7100722089559213,37.96264156282385],[-2.709751086789866,37.96214215645134],[-2.7092472184539904,37.96174080023015],[-2.708614014899533,37.96148214848903],[-2.707913988622695,37.96139295760651],[-2.707209421362662,37.96147769558862],[-2.706571769810659,37.961731896499074],[-2.7060679356385813,37.96212874362122],[-2.7057423654581485,37.96263264615655],[-2.70562645937861,37.9631899768165],[-2.7057379658766,37.96374742172327],[-2.7060589847040473,37.96425127296221],[-2.706562894636118,37.964648103931346],[-2.7071960704918148,37.96490675457603],[-2.7078961619088022,37.96499594236626],[-2.708600663628742,37.96491120483918],[-2.7092383427730207,37.96465708408435],[-2.709742211013529,37.964260156502135],[-2.7100677331062237,37.963756337569876],[-2.710183650164876,37.96319892741927]]]}"
75,13,2019,C3-LDT,Castril,flexible,LDT,1739.859653,148.6041821,8.197109067,0.2300800162,0.169242626,0.1541365354,0.1349167571,-0.4941975767,0.03563444646,0.02299492558,0.02103525371,0.04588700118,0.02298334794,0.3486457169,0.1324031055,0.249759661,0.1096634093,0.230816679,0.1028444924,0.2080137283,0.04763152078,-0.337407589,-0.5803267956,"{""type"":""Polygon"",""coordinates"":[[[-2.710183650164876,37.96319892741927],[-2.7100722089559213,37.96264156282385],[-2.709751086789866,37.96214215645134],[-2.7092472184539904,37.96174080023015],[-2.708614014899533,37.96148214848903],[-2.707913988622695,37.96139295760651],[-2.707209421362662,37.96147769558862],[-2.706571769810659,37.961731896499074],[-2.7060679356385813,37.96212874362122],[-2.7057423654581485,37.96263264615655],[-2.70562645937861,37.9631899768165],[-2.7057379658766,37.96374742172327],[-2.7060589847040473,37.96425127296221],[-2.706562894636118,37.964648103931346],[-2.7071960704918148,37.96490675457603],[-2.7078961619088022,37.96499594236626],[-2.708600663628742,37.96491120483918],[-2.7092383427730207,37.96465708408435],[-2.709742211013529,37.964260156502135],[-2.7100677331062237,37.963756337569876],[-2.710183650164876,37.96319892741927]]]}"
76,13,2020,C3-LDT,Castril,flexible,LDT,1739.859653,148.6041821,8.197109067,0.3002783945,0.1978514903,0.1777100685,0.1689313019,-0.4729574257,0.0417599486,0.02996237582,0.02898786147,0.0484741718,0.02502197769,0.4401721358,0.1702654809,0.3180901944,0.1229102167,0.2984962119,0.110433746,0.2395805418,0.0734044835,-0.2429812104,-0.557834208,"{""type"":""Polygon"",""coordinates"":[[[-2.710183650164876,37.96319892741927],[-2.7100722089559213,37.96264156282385],[-2.709751086789866,37.96214215645134],[-2.7092472184539904,37.96174080023015],[-2.708614014899533,37.96148214848903],[-2.707913988622695,37.96139295760651],[-2.707209421362662,37.96147769558862],[-2.706571769810659,37.961731896499074],[-2.7060679356385813,37.96212874362122],[-2.7057423654581485,37.96263264615655],[-2.70562645937861,37.9631899768165],[-2.7057379658766,37.96374742172327],[-2.7060589847040473,37.96425127296221],[-2.706562894636118,37.964648103931346],[-2.7071960704918148,37.96490675457603],[-2.7078961619088022,37.96499594236626],[-2.708600663628742,37.96491120483918],[-2.7092383427730207,37.96465708408435],[-2.709742211013529,37.964260156502135],[-2.7100677331062237,37.963756337569876],[-2.710183650164876,37.96319892741927]]]}"
77,13,2021,C3-LDT,Castril,flexible,LDT,1739.859653,148.6041821,8.197109067,0.3058562219,0.1997887189,0.1785053827,0.1709375927,-0.5125836414,0.04581798465,0.02789422011,0.02627275172,0.04243005803,0.0286412125,0.4411764741,0.1595454216,0.2871352785,0.119518554,0.2635278314,0.1082727905,0.2531791925,0.06746208668,-0.3317819238,-0.5911487937,"{""type"":""Polygon"",""coordinates"":[[[-2.710183650164876,37.96319892741927],[-2.7100722089559213,37.96264156282385],[-2.709751086789866,37.96214215645134],[-2.7092472184539904,37.96174080023015],[-2.708614014899533,37.96148214848903],[-2.707913988622695,37.96139295760651],[-2.707209421362662,37.96147769558862],[-2.706571769810659,37.961731896499074],[-2.7060679356385813,37.96212874362122],[-2.7057423654581485,37.96263264615655],[-2.70562645937861,37.9631899768165],[-2.7057379658766,37.96374742172327],[-2.7060589847040473,37.96425127296221],[-2.706562894636118,37.964648103931346],[-2.7071960704918148,37.96490675457603],[-2.7078961619088022,37.96499594236626],[-2.708600663628742,37.96491120483918],[-2.7092383427730207,37.96465708408435],[-2.709742211013529,37.964260156502135],[-2.7100677331062237,37.963756337569876],[-2.710183650164876,37.96319892741927]]]}"
78,13,2022,C3-LDT,Castril,flexible,LDT,1739.859653,148.6041821,8.197109067,0.2063402833,0.146435468,0.1321037918,0.1219418942,-0.5036165997,0.02467115911,0.01527756704,0.01384787474,0.03877535745,0.01881821457,0.3086560965,0.1329422891,0.2170725948,0.1080458773,0.1969248926,0.09896894542,0.1881058961,0.0439966321,-0.3375176191,-0.5866137147,"{""type"":""Polygon"",""coordinates"":[[[-2.710183650164876,37.96319892741927],[-2.7100722089559213,37.96264156282385],[-2.709751086789866,37.96214215645134],[-2.7092472184539904,37.96174080023015],[-2.708614014899533,37.96148214848903],[-2.707913988622695,37.96139295760651],[-2.707209421362662,37.96147769558862],[-2.706571769810659,37.961731896499074],[-2.7060679356385813,37.96212874362122],[-2.7057423654581485,37.96263264615655],[-2.70562645937861,37.9631899768165],[-2.7057379658766,37.96374742172327],[-2.7060589847040473,37.96425127296221],[-2.706562894636118,37.964648103931346],[-2.7071960704918148,37.96490675457603],[-2.7078961619088022,37.96499594236626],[-2.708600663628742,37.96491120483918],[-2.7092383427730207,37.96465708408435],[-2.709742211013529,37.964260156502135],[-2.7100677331062237,37.963756337569876],[-2.710183650164876,37.96319892741927]]]}"
79,14,2017,C2-SDT,Castril,flexible,SDT,1758.367641,234.3136516,7.281457994,0.4389457768,0.2830367304,0.2604094532,0.2854471375,-0.5122643158,0.1216486748,0.0798461101,0.08199006396,0.05954040428,0.07612380872,0.8209277391,0.1672540009,0.5983657108,0.1065139832,0.6311168842,0.09219961483,0.5347593427,0.04827915877,-0.3209828436,-0.6391716599,"{""type"":""Polygon"",""coordinates"":[[[-2.690313903455392,37.96221345706403],[-2.690202433659333,37.96165606029509],[-2.689881371797622,37.96115222373094],[-2.6893819634613974,37.96075091284091],[-2.688748724990035,37.960496752519205],[-2.6880442183935482,37.96040310014195],[-2.687339646573184,37.96049224458651],[-2.68670651154875,37.96074640264789],[-2.6861981141140228,37.96114327823518],[-2.685872606172614,37.961642694139634],[-2.6857611469505036,37.9622000795345],[-2.6858682084567773,37.96275749688142],[-2.6861892427984047,37.963261333992406],[-2.6866930906954036,37.963662704218635],[-2.68732630136337,37.96392130621645],[-2.68803087298289,37.964010512775445],[-2.6887353793785627,37.963925730746915],[-2.689368541841078,37.96366712961534],[-2.689872423954878,37.96327027708016],[-2.6901979597070675,37.962770862148936],[-2.690313903455392,37.96221345706403]]]}"
80,14,2018,C2-SDT,Castril,flexible,SDT,1758.367641,234.3136516,7.281457994,0.3759609054,0.2617572972,0.2420748328,0.2391486265,-0.4833773635,0.09513858796,0.07263190265,0.07356653619,0.04568155403,0.05966296852,0.6879782081,0.187284559,0.5454948301,0.1380992787,0.5557247357,0.1224411635,0.449641794,0.08605628461,-0.3170538247,-0.5771397948,"{""type"":""Polygon"",""coordinates"":[[[-2.690313903455392,37.96221345706403],[-2.690202433659333,37.96165606029509],[-2.689881371797622,37.96115222373094],[-2.6893819634613974,37.96075091284091],[-2.688748724990035,37.960496752519205],[-2.6880442183935482,37.96040310014195],[-2.687339646573184,37.96049224458651],[-2.68670651154875,37.96074640264789],[-2.6861981141140228,37.96114327823518],[-2.685872606172614,37.961642694139634],[-2.6857611469505036,37.9622000795345],[-2.6858682084567773,37.96275749688142],[-2.6861892427984047,37.963261333992406],[-2.6866930906954036,37.963662704218635],[-2.68732630136337,37.96392130621645],[-2.68803087298289,37.964010512775445],[-2.6887353793785627,37.963925730746915],[-2.689368541841078,37.96366712961534],[-2.689872423954878,37.96327027708016],[-2.6901979597070675,37.962770862148936],[-2.690313903455392,37.96221345706403]]]}"
81,14,2019,C2-SDT,Castril,flexible,SDT,1758.367641,234.3136516,7.281457994,0.3396366355,0.239840699,0.2210332821,0.2085917456,-0.4897115208,0.08890203291,0.06160902847,0.06111521119,0.0439662428,0.05351627787,0.7008364201,0.1772727221,0.5046111926,0.1361618334,0.5057181334,0.122291045,0.4439362586,0.05615733564,-0.3225913942,-0.5871785283,"{""type"":""Polygon"",""coordinates"":[[[-2.690313903455392,37.96221345706403],[-2.690202433659333,37.96165606029509],[-2.689881371797622,37.96115222373094],[-2.6893819634613974,37.96075091284091],[-2.688748724990035,37.960496752519205],[-2.6880442183935482,37.96040310014195],[-2.687339646573184,37.96049224458651],[-2.68670651154875,37.96074640264789],[-2.6861981141140228,37.96114327823518],[-2.685872606172614,37.961642694139634],[-2.6857611469505036,37.9622000795345],[-2.6858682084567773,37.96275749688142],[-2.6861892427984047,37.963261333992406],[-2.6866930906954036,37.963662704218635],[-2.68732630136337,37.96392130621645],[-2.68803087298289,37.964010512775445],[-2.6887353793785627,37.963925730746915],[-2.689368541841078,37.96366712961534],[-2.689872423954878,37.96327027708016],[-2.6901979597070675,37.962770862148936],[-2.690313903455392,37.96221345706403]]]}"
82,14,2020,C2-SDT,Castril,flexible,SDT,1758.367641,234.3136516,7.281457994,0.4197515832,0.2925567452,0.2739604771,0.2586935617,-0.4706655691,0.1045613616,0.08032354756,0.08359230754,0.04013752454,0.06202482398,0.7563868761,0.1917861253,0.5846846847,0.1461326511,0.6084720083,0.1336432061,0.4744930863,0.114553988,-0.318567872,-0.5465044975,"{""type"":""Polygon"",""coordinates"":[[[-2.690313903455392,37.96221345706403],[-2.690202433659333,37.96165606029509],[-2.689881371797622,37.96115222373094],[-2.6893819634613974,37.96075091284091],[-2.688748724990035,37.960496752519205],[-2.6880442183935482,37.96040310014195],[-2.687339646573184,37.96049224458651],[-2.68670651154875,37.96074640264789],[-2.6861981141140228,37.96114327823518],[-2.685872606172614,37.961642694139634],[-2.6857611469505036,37.9622000795345],[-2.6858682084567773,37.96275749688142],[-2.6861892427984047,37.963261333992406],[-2.6866930906954036,37.963662704218635],[-2.68732630136337,37.96392130621645],[-2.68803087298289,37.964010512775445],[-2.6887353793785627,37.963925730746915],[-2.689368541841078,37.96366712961534],[-2.689872423954878,37.96327027708016],[-2.6901979597070675,37.962770862148936],[-2.690313903455392,37.96221345706403]]]}"
83,14,2021,C2-SDT,Castril,flexible,SDT,1758.367641,234.3136516,7.281457994,0.422380074,0.286752374,0.2669047317,0.2560631822,-0.492812177,0.1046737362,0.07957141762,0.08228319935,0.04163907449,0.06370740026,0.7382030487,0.1790080369,0.5782833293,0.1363831582,0.595981624,0.1253205608,0.4727209508,0.1090154424,-0.3155384064,-0.5875064731,"{""type"":""Polygon"",""coordinates"":[[[-2.690313903455392,37.96221345706403],[-2.690202433659333,37.96165606029509],[-2.689881371797622,37.96115222373094],[-2.6893819634613974,37.96075091284091],[-2.688748724990035,37.960496752519205],[-2.6880442183935482,37.96040310014195],[-2.687339646573184,37.96049224458651],[-2.68670651154875,37.96074640264789],[-2.6861981141140228,37.96114327823518],[-2.685872606172614,37.961642694139634],[-2.6857611469505036,37.9622000795345],[-2.6858682084567773,37.96275749688142],[-2.6861892427984047,37.963261333992406],[-2.6866930906954036,37.963662704218635],[-2.68732630136337,37.96392130621645],[-2.68803087298289,37.964010512775445],[-2.6887353793785627,37.963925730746915],[-2.689368541841078,37.96366712961534],[-2.689872423954878,37.96327027708016],[-2.6901979597070675,37.962770862148936],[-2.690313903455392,37.96221345706403]]]}"
84,14,2022,C2-SDT,Castril,flexible,SDT,1758.367641,234.3136516,7.281457994,0.3042758762,0.2116602891,0.1942995496,0.1884833108,-0.4917326225,0.07293763453,0.05253240571,0.05153112113,0.03958267911,0.04715820997,0.6047058702,0.1579023749,0.458019802,0.1186156886,0.4511119735,0.1084484094,0.3676470518,0.07496395707,-0.3425160646,-0.5972053409,"{""type"":""Polygon"",""coordinates"":[[[-2.690313903455392,37.96221345706403],[-2.690202433659333,37.96165606029509],[-2.689881371797622,37.96115222373094],[-2.6893819634613974,37.96075091284091],[-2.688748724990035,37.960496752519205],[-2.6880442183935482,37.96040310014195],[-2.687339646573184,37.96049224458651],[-2.68670651154875,37.96074640264789],[-2.6861981141140228,37.96114327823518],[-2.685872606172614,37.961642694139634],[-2.6857611469505036,37.9622000795345],[-2.6858682084567773,37.96275749688142],[-2.6861892427984047,37.963261333992406],[-2.6866930906954036,37.963662704218635],[-2.68732630136337,37.96392130621645],[-2.68803087298289,37.964010512775445],[-2.6887353793785627,37.963925730746915],[-2.689368541841078,37.96366712961534],[-2.689872423954878,37.96327027708016],[-2.6901979597070675,37.962770862148936],[-2.690313903455392,37.96221345706403]]]}"
85,15,2017,C1-SDT,Castril,flexible,SDT,1802.277264,214.3353328,6.789431591,0.3403704161,0.2399941359,0.2218717177,0.2195114528,-0.4617824742,0.09657115014,0.06656224198,0.0660399694,0.0697583971,0.05979573218,0.7613395452,0.1288119853,0.5544350689,0.1028087865,0.5694649584,0.09470498145,0.4895499647,0.06588283181,-0.2619284987,-0.6035290956,"{""type"":""Polygon"",""coordinates"":[[[-2.687495770645575,37.957709806994714],[-2.687384231733557,37.95715237132172],[-2.6870631891967687,37.95664849192795],[-2.68656381092094,37.95625166399555],[-2.685926137022607,37.955993046965126],[-2.685226070557087,37.955903873341384],[-2.684521541151982,37.95598856120225],[-2.683883895075364,37.95624274147504],[-2.6833800015979743,37.95663960879266],[-2.6830545132544716,37.95714349230411],[-2.682938511666622,37.95769641097865],[-2.683050039985297,37.958253767176394],[-2.6833710549978282,37.958757647116926],[-2.683874948378894,37.95915897583406],[-2.6845081209250905,37.95941761279442],[-2.6852082524743555,37.959506783352985],[-2.6859127922157464,37.95942209421578],[-2.686550390108505,37.959167915059766],[-2.687054317717212,37.9587710480547],[-2.6873798338757156,37.95826716562961],[-2.687495770645575,37.957709806994714]]]}"
86,15,2018,C1-SDT,Castril,flexible,SDT,1802.277264,214.3353328,6.789431591,0.3126724639,0.2189158756,0.2009112074,0.1957134249,-0.4478521981,0.07289412433,0.04520096798,0.04340969013,0.05977733506,0.04363990068,0.5962902308,0.150307864,0.4177468201,0.1183235126,0.3968886425,0.1073176698,0.3747645915,0.06615331024,-0.290430069,-0.5715378523,"{""type"":""Polygon"",""coordinates"":[[[-2.687495770645575,37.957709806994714],[-2.687384231733557,37.95715237132172],[-2.6870631891967687,37.95664849192795],[-2.68656381092094,37.95625166399555],[-2.685926137022607,37.955993046965126],[-2.685226070557087,37.955903873341384],[-2.684521541151982,37.95598856120225],[-2.683883895075364,37.95624274147504],[-2.6833800015979743,37.95663960879266],[-2.6830545132544716,37.95714349230411],[-2.682938511666622,37.95769641097865],[-2.683050039985297,37.958253767176394],[-2.6833710549978282,37.958757647116926],[-2.683874948378894,37.95915897583406],[-2.6845081209250905,37.95941761279442],[-2.6852082524743555,37.959506783352985],[-2.6859127922157464,37.95942209421578],[-2.686550390108505,37.959167915059766],[-2.687054317717212,37.9587710480547],[-2.6873798338757156,37.95826716562961],[-2.687495770645575,37.957709806994714]]]}"
