fid,Nom,commune,type_pasto,Governance,surface_m2,slope_mean,slope_stde,aspect_mean,aspect_stde,roughness_mean,roughness_stde,year,NDVI_mean,SAVI_mean,MSAVI_mean,NDRE_mean,NDVI_std,SAVI_std,MSAVI_std,NDRE_std,NDVI_amplitude,SAVI_amplitude,MSAVI_amplitude,NDRE_amplitude
85,C1-SDT,Castril,SDT,flexible,773146.321,10.8791643366435,6.75342950483496,277.026076374154,72.3599545153258,109.354760754718,148.914392790583,"2022","0.2136028033","0.1517783227","0.1389768246","0.1432798448","0.098769154","0.06132774623","0.05550558409","0.07130083244","0.2639340296","0.164111632","0.1487884281","0.1905720705"
86,C1-SDT,Castril,SDT,flexible,773146.321,10.8791643366435,6.75342950483496,277.026076374154,72.3599545153258,109.354760754718,148.914392790583,"2021","0.3387309818","0.2242031579","0.2038318518","0.2234282693","0.06661261009","0.04177174969","0.03972135745","0.03983086055","0.1703129799","0.1072583782","0.1023532438","0.1024065755"
87,C1-SDT,Castril,SDT,flexible,773146.321,10.8791643366435,6.75342950483496,277.026076374154,72.3599545153258,109.354760754718,148.914392790583,"2020","0.3143366795","0.2120791595","0.1928415464","0.2108103599","0.06221720594","0.03708279831","0.03523934854","0.03845655734","0.1491591725","0.08867964533","0.08422884201","0.09207414433"
88,C1-SDT,Castril,SDT,flexible,773146.321,10.8791643366435,6.75342950483496,277.026076374154,72.3599545153258,109.354760754718,148.914392790583,"2019","0.2794764136","0.1891239463","0.171805045","0.1877789352","0.07704483663","0.05091309136","0.04787538347","0.05164158681","0.2017335864","0.1342082335","0.1262870197","0.1352560294"
89,C1-SDT,Castril,SDT,flexible,773146.321,10.8791643366435,6.75342950483496,277.026076374154,72.3599545153258,109.354760754718,148.914392790583,"2018","0.2628192636","0.176220414","0.1591109752","0.1771580536","0.05968214916","0.0416908787","0.03941759993","0.04784658441","0.1535553417","0.1065549563","0.1008240096","0.1223029897"
90,C1-SDT,Castril,SDT,flexible,773146.321,10.8791643366435,6.75342950483496,277.026076374154,72.3599545153258,109.354760754718,148.914392790583,"2017","0.2920952772","0.1981028008","0.1798780473","0.1984757622","0.06237603322","0.0412025295","0.03928539017","0.04041215705","0.1488154581","0.09927777373","0.09509657473","0.09721780268"
91,C3-SDT,Castril,SDT,flexible,773149.44,16.7375856975041,8.31658130674462,258.196545059314,79.5147663131448,90.3704860155786,143.70416530746,"2022","0.2419600313","0.1584508261","0.1415375331","0.1632566986","0.06358972382","0.03810915025","0.03464139955","0.04499751076","0.1658361997","0.09823229353","0.08933549553","0.1178116313"
92,C3-SDT,Castril,SDT,flexible,773149.44,16.7375856975041,8.31658130674462,258.196545059314,79.5147663131448,90.3704860155786,143.70416530746,"2021","0.3113245947","0.2044540858","0.1843204902","0.2053863316","0.05933437337","0.03834358909","0.03640494781","0.0351421322","0.1521233356","0.09802745426","0.0930187735","0.08983863531"
93,C3-SDT,Castril,SDT,flexible,773149.44,16.7375856975041,8.31658130674462,258.196545059314,79.5147663131448,90.3704860155786,143.70416530746,"2020","0.3004431818","0.2023220556","0.1836347383","0.2008342774","0.07938298955","0.05192964028","0.04980803667","0.04799596067","0.1870653072","0.1214294445","0.1161079657","0.1125710304"
94,C3-SDT,Castril,SDT,flexible,773149.44,16.7375856975041,8.31658130674462,258.196545059314,79.5147663131448,90.3704860155786,143.70416530746,"2019","0.2694964101","0.1807171633","0.1628269426","0.1820224283","0.06111691177","0.03862818016","0.0360483604","0.03798188456","0.1548748187","0.09910272359","0.09260973499","0.09562576375"
95,C3-SDT,Castril,SDT,flexible,773149.44,16.7375856975041,8.31658130674462,258.196545059314,79.5147663131448,90.3704860155786,143.70416530746,"2018","0.2569624338","0.16616371","0.1483546948","0.1748627156","0.04121543941","0.02951533103","0.02814019352","0.02933562753","0.106893386","0.07682903101","0.07320708644","0.07569366856"
96,C3-SDT,Castril,SDT,flexible,773149.44,16.7375856975041,8.31658130674462,258.196545059314,79.5147663131448,90.3704860155786,143.70416530746,"2017","0.2621927825","0.1764766884","0.1589276297","0.1767988735","0.0502955962","0.03456935765","0.03290075021","0.03276042466","0.1271130772","0.0882720822","0.08420469448","0.08278143679"
97,P1-SDT,Pontones,SDT,strict,773144.144,12.1859148261599,7.32348050962094,210.052044818139,85.644169627986,111.279333797555,154.079386936118,"2022","0.3364263285","0.2053994198","0.1829739325","0.2256508137","0.05573011844","0.032176802","0.03128218711","0.03582207959","0.1454518843","0.08110144197","0.07829571652","0.09369392061"
98,P1-SDT,Pontones,SDT,strict,773144.144,12.1859148261599,7.32348050962094,210.052044818139,85.644169627986,111.279333797555,154.079386936118,"2021","0.4189056941","0.2660163508","0.2433635581","0.2785437153","0.07270387664","0.04873358371","0.04838960102","0.04310204645","0.1871331164","0.1260222514","0.1253093385","0.1100111124"
99,P1-SDT,Pontones,SDT,strict,773144.144,12.1859148261599,7.32348050962094,210.052044818139,85.644169627986,111.279333797555,154.079386936118,"2020","0.4017089273","0.2618542955","0.2404522673","0.2686165537","0.06953899659","0.04428083274","0.04376125922","0.04206058581","0.1648555753","0.1051791689","0.1039625464","0.09883899611"
100,P1-SDT,Pontones,SDT,strict,773144.144,12.1859148261599,7.32348050962094,210.052044818139,85.644169627986,111.279333797555,154.079386936118,"2019","0.3733984358","0.2414470743","0.2197417695","0.2523545917","0.07140917278","0.04459006632","0.04347145754","0.04332277695","0.191215262","0.1200664437","0.1169590943","0.1153998068"
101,P1-SDT,Pontones,SDT,strict,773144.144,12.1859148261599,7.32348050962094,210.052044818139,85.644169627986,111.279333797555,154.079386936118,"2018","0.3204898866","0.2004061346","0.1803380531","0.212818149","0.08809461","0.0596336152","0.0563206234","0.06520353984","0.2284663501","0.1550580659","0.1469215206","0.1682919015"
102,P1-SDT,Pontones,SDT,strict,773144.144,12.1859148261599,7.32348050962094,210.052044818139,85.644169627986,111.279333797555,154.079386936118,"2017","0.3732737588","0.238843403","0.2169230004","0.2513063191","0.06460466028","0.04387763724","0.04358707204","0.0401406546","0.1700135321","0.1156943182","0.1147538566","0.1056205472"
